exercise,note,start_s,end_s,dur_s
5,D#4,1338.33,1338.562,0.232
5,C#4,1338.609,1338.888,0.279
5,E4,1338.934,1339.189,0.255
5,D#4,1339.189,1339.561,0.372
5,F#4,1339.654,1339.886,0.232
5,E4,1339.909,1340.258,0.348
5,G#4,1340.606,1340.838,0.232
5,E2,1340.838,1341.047,0.209
5,E4,1341.047,1341.163,0.116
5,F#4,1341.233,1341.558,0.325
5,D#4,1341.604,1341.953,0.348
5,E4,1341.953,1342.115,0.163
5,C#4,1342.208,1342.556,0.348
5,D#4,1342.603,1342.858,0.255
5,B3,1342.974,1343.16,0.186
5,C#4,1343.23,1343.578,0.348
5,B3,1343.903,1344.182,0.279
5,G#3,1344.251,1344.576,0.325
5,F#3,1344.902,1345.203,0.302
5,E3,1345.227,1345.854,0.627
5,F3,1345.854,1347.409,1.556
5,F3,1348.57,1348.942,0.372
5,F2,1348.942,1349.035,0.093
5,G3,1349.267,1349.546,0.279
5,A#3,1349.615,1350.033,0.418
5,C4,1350.312,1350.544,0.232
5,A#3,1350.59,1350.939,0.348
5,D3,1350.939,1351.124,0.186
5,C4,1351.217,1351.566,0.348
5,C2,1351.566,1351.728,0.163
5,E4,1351.728,1351.844,0.116
5,F4,1352.285,1352.564,0.279
5,E4,1352.634,1352.82,0.186
5,G4,1352.889,1353.237,0.348
5,F4,1353.284,1353.446,0.163
5,A4,1353.934,1354.19,0.255
5,G4,1354.561,1354.956,0.395
5,F4,1355.234,1355.583,0.348
5,E4,1356.024,1356.186,0.163
5,C4,1356.279,1356.558,0.279
5,D4,1356.581,1356.79,0.209
5,A#3,1356.906,1357.231,0.325
5,C4,1357.278,1357.58,0.302
5,A#3,1357.905,1358.276,0.372
5,G3,1358.346,1358.578,0.232
5,F3,1358.578,1359.228,0.65
5,F#3,1359.228,1360.18,0.952
5,F#3,1361.922,1362.2,0.279
5,F#2,1362.2,1362.293,0.093
5,A#3,1362.293,1362.618,0.325
5,G#3,1362.642,1362.827,0.186
5,B3,1362.874,1363.245,0.372
5,A#3,1363.245,1363.547,0.302
5,F#2,1363.547,1363.64,0.093
5,C#4,1363.64,1363.895,0.255
5,B3,1363.942,1364.197,0.255
5,D#4,1364.29,1364.569,0.279
5,C#4,1364.615,1364.871,0.255
5,C#3,1364.871,1364.964,0.093
5,F4,1365.033,1365.149,0.116
5,D#4,1365.265,1365.544,0.279
5,F#4,1365.614,1365.916,0.302
5,F4,1365.916,1366.101,0.186
5,F#4,1366.519,1367.146,0.627
5,A#4,1367.216,1367.495,0.279
5,F#2,1367.495,1367.634,0.139
5,F#4,1367.634,1368.005,0.372
5,F4,1368.214,1368.539,0.325
5,F#4,1368.539,1368.934,0.395
5,D#4,1369.004,1369.213,0.209
5,F4,1369.259,1369.515,0.255
5,C#3,1369.561,1369.654,0.093
5,C#4,1369.654,1369.886,0.232
5,D#4,1369.933,1370.188,0.255
5,E2,1370.258,1370.351,0.093
5,B3,1370.351,1370.56,0.209
5,C#4,1370.583,1370.885,0.302
5,F#2,1370.885,1370.978,0.093
5,A#3,1370.978,1371.21,0.232
5,B3,1371.21,1371.604,0.395
5,G#3,1371.697,1371.883,0.186
5,F#3,1371.906,1372.51,0.604
5,G3,1372.51,1373.694,1.184
5,G3,1375.18,1375.552,0.372
5,B3,1375.598,1375.993,0.395
5,C4,1376.225,1376.574,0.348
5,B3,1376.574,1376.968,0.395
5,G2,1376.968,1377.084,0.116
5,C4,1377.247,1377.549,0.302
5,C2,1377.549,1377.688,0.139
5,E4,1377.688,1377.874,0.186
5,D2,1378.176,1378.269,0.093
5,F#4,1378.269,1378.663,0.395
5,G4,1378.872,1379.267,0.395
5,F#4,1379.267,1379.615,0.348
5,D2,1379.615,1379.731,0.116
5,A4,1379.731,1379.824,0.093
5,G4,1379.871,1380.474,0.604
5,G4,1380.846,1381.264,0.418
5,A4,1381.334,1381.519,0.186
5,F#4,1381.589,1381.844,0.255
5,G4,1381.844,1382.286,0.441
5,F#4,1382.541,1382.913,0.372
5,E4,1383.261,1383.516,0.255
5,C2,1383.516,1383.609,0.093
5,C4,1383.609,1383.911,0.302
5,B3,1384.213,1384.561,0.348
5,C4,1384.561,1384.933,0.372
5,G3,1385.211,1385.769,0.557
5,G#3,1385.885,1386.512,0.627
5,G#3,1388.601,1388.903,0.302
5,C4,1389.019,1389.205,0.186
5,A#3,1389.368,1389.53,0.163
5,C#4,1389.6,1389.925,0.325
5,C4,1389.925,1390.204,0.279
5,D#4,1390.25,1390.575,0.325
5,C#4,1390.622,1390.877,0.255
5,C#2,1390.923,1391.016,0.093
5,F4,1391.016,1391.225,0.209
5,D#4,1391.272,1391.527,0.255
5,D#2,1391.527,1391.643,0.116
5,G4,1391.643,1391.922,0.279
5,F4,1391.968,1392.27,0.302
5,C#3,1392.27,1392.41,0.139
5,G4,1392.526,1392.967,0.441
5,D#2,1392.967,1393.06,0.093
5,A#4,1393.06,1393.245,0.186
5,G#4,1393.269,1393.571,0.302
5,G#4,1394.337,1394.453,0.116
5,A#4,1394.662,1394.871,0.209
5,G4,1394.941,1395.312,0.372
5,G#4,1395.312,1395.475,0.163
5,F4,1395.614,1395.846,0.232
5,G4,1395.893,1396.241,0.348
5,D#2,1396.241,1396.357,0.116
5,D#4,1396.357,1396.543,0.186
5,F4,1396.589,1396.845,0.255
5,C#3,1396.891,1396.984,0.093
5,C#4,1396.984,1397.239,0.255
5,D#4,1397.263,1397.588,0.325
5,C4,1397.634,1397.866,0.232
5,C#4,1397.866,1398.284,0.418
5,A#3,1398.331,1398.586,0.255
5,G#3,1398.609,1399.05,0.441
5,A3,1402.023,1402.162,0.139
5,C#4,1402.278,1402.603,0.325
5,B3,1402.65,1402.998,0.348
5,C#4,1403.207,1403.625,0.418
5,E4,1403.671,1403.811,0.139
5,F#4,1404.229,1404.623,0.395
5,E4,1404.646,1404.902,0.255
5,G#4,1404.995,1405.157,0.163
5,F#4,1405.25,1405.552,0.302
5,D2,1405.552,1405.645,0.093
5,A4,1405.645,1405.924,0.279
5,G#4,1405.924,1406.179,0.255
5,A4,1406.527,1407.085,0.557
5,C#5,1407.317,1407.503,0.186
5,A3,1407.549,1407.642,0.093
5,A4,1407.642,1407.92,0.279
5,A4,1408.571,1408.896,0.325
5,F#4,1408.942,1409.267,0.325
5,E4,1409.685,1409.825,0.139
5,F#4,1409.894,1410.219,0.325
5,D2,1410.219,1410.382,0.163
5,E4,1410.684,1410.846,0.163
5,C#4,1410.916,1411.241,0.325
5,D4,1411.241,1411.473,0.232
5,B3,1411.589,1411.868,0.279
5,A#3,1412.518,1413.911,1.393
5,A#3,1415.235,1415.63,0.395
5,D3,1415.653,1415.792,0.139
5,C4,1415.955,1416.21,0.255
5,D#4,1416.233,1416.651,0.418
5,D4,1416.651,1416.814,0.163
5,F4,1416.953,1417.232,0.279
5,D#4,1417.278,1417.534,0.255
5,D#2,1417.534,1417.65,0.116
5,G4,1417.65,1417.882,0.232
5,F4,1417.928,1418.23,0.302
5,F2,1418.23,1418.346,0.116
5,A4,1418.393,1418.532,0.139
5,G4,1418.555,1418.927,0.372
5,D#2,1418.927,1419.043,0.116
5,A#4,1419.043,1419.229,0.186
5,A4,1419.229,1419.577,0.348
5,A#4,1419.879,1420.552,0.673
5,A#4,1420.924,1421.295,0.372
5,A4,1421.62,1421.852,0.232
5,A#4,1421.852,1422.201,0.348
5,D#2,1422.201,1422.317,0.116
5,G4,1422.317,1422.595,0.279
5,A4,1422.665,1422.851,0.186
5,F4,1423.013,1423.13,0.116
5,G4,1423.199,1423.571,0.372
5,D#2,1423.571,1423.687,0.116
5,D#4,1423.687,1423.919,0.232
5,D#4,1424.523,1424.917,0.395
5,C4,1424.987,1425.219,0.232
5,A#3,1425.266,1425.73,0.464
5,C#4,1428.888,1429.283,0.395
5,B3,1429.329,1429.608,0.279
5,G2,1429.608,1429.77,0.163
5,C#4,1429.863,1430.305,0.441
5,E4,1430.328,1430.467,0.139
5,F#4,1430.908,1431.28,0.372
5,E4,1431.326,1431.512,0.186
5,F#4,1431.883,1432.232,0.348
5,D2,1432.232,1432.325,0.093
5,A4,1432.325,1432.534,0.209
5,A4,1433.207,1433.764,0.557
5,A4,1434.298,1434.6,0.302
5,G#4,1435.018,1435.134,0.116
5,A4,1435.227,1435.529,0.302
5,D2,1435.529,1435.622,0.093
5,F#4,1435.622,1435.947,0.325
5,E4,1436.365,1436.458,0.093
5,F#4,1436.527,1436.899,0.372
5,D2,1436.899,1437.062,0.163
5,C#4,1437.549,1437.921,0.372
5,D4,1437.921,1438.176,0.255
5,B3,1438.246,1438.571,0.325
5,G#3,1439.175,1439.987,0.813
5,G#3,1441.891,1442.216,0.325
5,C4,1442.332,1442.565,0.232
5,A#3,1442.611,1442.89,0.279
5,F#2,1442.89,1442.983,0.093
5,C#4,1442.983,1443.238,0.255
5,C4,1443.238,1443.54,0.302
5,D#4,1443.586,1443.911,0.325
5,C#4,1443.958,1444.213,0.255
5,C#2,1444.26,1444.353,0.093
5,F4,1444.353,1444.562,0.209
5,D#4,1444.585,1444.84,0.255
5,D#2,1444.84,1444.956,0.116
5,G4,1444.956,1445.258,0.302
5,F4,1445.328,1445.606,0.279
5,G4,1445.839,1446.28,0.441
5,D#2,1446.28,1446.396,0.116
5,A#4,1446.396,1446.558,0.163
5,G#4,1446.651,1446.791,0.139
5,G#2,1447.58,1447.673,0.093
5,G#4,1447.673,1447.789,0.116
5,A#4,1448.021,1448.207,0.186
5,G4,1448.254,1448.648,0.395
5,G#4,1448.648,1448.811,0.163
5,F4,1448.927,1449.182,0.255
5,G4,1449.229,1449.554,0.325
5,D#2,1449.554,1449.67,0.116
5,D#4,1449.67,1449.856,0.186
5,F4,1449.925,1450.181,0.255
5,C#3,1450.227,1450.32,0.093
5,C#4,1450.32,1450.552,0.232
5,D#4,1450.599,1450.901,0.302
5,C4,1450.947,1451.179,0.232
5,C#4,1451.179,1451.551,0.372
5,A#3,1451.62,1451.922,0.302
5,G#3,1451.946,1452.317,0.372
5,G3,1452.503,1453.524,1.022
5,G3,1455.196,1455.591,0.395
5,B3,1455.637,1455.963,0.325
5,F2,1456.195,1456.311,0.116
5,C4,1456.311,1456.566,0.255
5,B3,1456.566,1456.984,0.418
5,G2,1456.984,1457.077,0.093
5,C4,1457.263,1457.565,0.302
5,E4,1457.704,1457.843,0.139
5,F#4,1458.261,1458.656,0.395
5,G4,1458.865,1459.237,0.372
5,F#4,1459.237,1459.631,0.395
5,D2,1459.631,1459.747,0.116
5,G4,1459.864,1460.537,0.673
5,G4,1460.839,1461.35,0.511
5,A4,1461.419,1461.512,0.093
5,F#4,1461.582,1461.837,0.255
5,G4,1461.837,1462.278,0.441
5,C2,1462.278,1462.394,0.116
5,E4,1462.394,1462.511,0.116
5,F#4,1462.534,1462.929,0.395
5,D2,1462.929,1463.045,0.116
5,E4,1463.277,1463.532,0.255
5,C2,1463.532,1463.648,0.116
5,C4,1463.648,1463.904,0.255
5,B3,1464.229,1464.554,0.325
5,C4,1464.554,1464.949,0.395
5,G3,1465.181,1465.808,0.627
5,F#3,1465.877,1467.108,1.231
5,F#3,1468.548,1468.85,0.302
5,F#2,1468.85,1468.943,0.093
5,A#3,1468.943,1469.268,0.325
5,G#3,1469.314,1469.5,0.186
5,B3,1469.569,1469.895,0.325
5,A#3,1469.895,1470.22,0.325
5,F#2,1470.22,1470.312,0.093
5,C#4,1470.312,1470.591,0.279
5,B3,1470.614,1470.87,0.255
5,D#4,1470.963,1471.195,0.232
5,C#4,1471.265,1471.543,0.279
5,F4,1471.682,1471.915,0.232
5,D#4,1471.938,1472.217,0.279
5,F#4,1472.286,1472.588,0.302
5,F4,1472.588,1472.82,0.232
5,F#4,1473.215,1473.795,0.58
5,A#4,1473.935,1474.19,0.255
5,F#2,1474.19,1474.33,0.139
5,F#4,1474.33,1474.678,0.348
5,F4,1474.91,1475.235,0.325
5,F#4,1475.235,1475.583,0.348
5,D#4,1475.653,1475.885,0.232
5,F4,1475.932,1476.164,0.232
5,C#3,1476.21,1476.303,0.093
5,C#4,1476.303,1476.559,0.255
5,D#4,1476.605,1476.861,0.255
5,B3,1476.977,1477.209,0.232
5,C#4,1477.255,1477.534,0.279
5,A#3,1477.604,1477.859,0.255
5,B3,1477.859,1478.3,0.441
5,G#3,1478.393,1478.532,0.139
5,F#3,1478.556,1479.159,0.604
5,F3,1479.229,1480.576,1.347
5,F3,1481.899,1482.248,0.348
5,F2,1482.248,1482.387,0.139
5,G3,1482.619,1482.874,0.255
5,A#3,1482.944,1483.316,0.372
5,C4,1483.641,1483.827,0.186
5,A#3,1483.873,1484.268,0.395
5,D3,1484.268,1484.453,0.186
5,C4,1484.546,1484.895,0.348
5,C2,1484.895,1485.057,0.163
5,E4,1485.057,1485.173,0.116
5,F4,1485.638,1485.847,0.209
5,E4,1486.009,1486.149,0.139
5,G4,1486.241,1486.543,0.302
5,F4,1486.59,1486.845,0.255
5,A4,1487.263,1487.542,0.279
5,F2,1487.565,1487.704,0.139
5,G4,1487.89,1488.262,0.372
5,F4,1488.656,1488.819,0.163
5,C4,1489.585,1489.887,0.302
5,D4,1489.933,1490.026,0.093
5,A#3,1490.258,1490.584,0.325
5,C4,1490.63,1490.885,0.255
5,A#3,1491.234,1491.582,0.348
5,C2,1491.582,1491.675,0.093
5,G3,1491.675,1491.907,0.232
5,F3,1491.907,1492.488,0.58
5,E3,1492.557,1493.347,0.789
5,E3,1495.228,1495.576,0.348
5,G#3,1495.599,1495.924,0.325
5,F#3,1495.947,1496.296,0.348
5,G#3,1496.551,1496.853,0.302
5,B3,1496.923,1497.224,0.302
5,C#4,1497.526,1497.898,0.372
5,B3,1497.944,1498.2,0.255
5,D#4,1498.316,1498.571,0.255
5,C#4,1498.618,1498.919,0.302
5,E4,1498.966,1499.128,0.163
5,D#4,1499.175,1499.593,0.418
5,F#4,1499.663,1499.895,0.232
5,E4,1499.941,1500.22,0.279
5,G#4,1500.684,1500.87,0.186
5,E2,1500.87,1500.986,0.116
5,E4,1501.009,1501.195,0.186
5,F#4,1501.218,1501.59,0.372
5,D#4,1501.659,1501.961,0.302
5,E4,1501.961,1502.193,0.232
5,C#4,1502.217,1502.588,0.372
5,D#4,1502.611,1502.867,0.255
5,B3,1502.937,1503.192,0.255
5,C#4,1503.262,1503.587,0.325
5,B3,1503.889,1504.237,0.348
5,G#3,1504.307,1504.562,0.255
5,A3,1504.562,1504.678,0.116
5,F#3,1504.864,1505.235,0.372
5,E3,1505.235,1505.746,0.511
5,D#3,1505.839,1506.536,0.697
5,D#3,1508.556,1508.881,0.325
5,G2,1508.881,1508.997,0.116
5,G3,1508.997,1509.252,0.255
5,F3,1509.276,1509.554,0.279
5,G#3,1509.601,1509.856,0.255
5,G3,1509.856,1510.204,0.348
5,A#3,1510.274,1510.576,0.302
5,G#3,1510.599,1510.855,0.255
5,C4,1510.924,1511.156,0.232
5,A#3,1511.203,1511.621,0.418
5,C4,1511.899,1512.225,0.325
5,D#4,1512.248,1512.596,0.348
5,D4,1512.596,1512.851,0.255
5,F4,1512.991,1513.107,0.116
5,D#4,1513.2,1513.827,0.627
5,G4,1513.896,1514.175,0.279
5,D#2,1514.175,1514.291,0.116
5,D#4,1514.291,1514.616,0.325
5,D4,1514.964,1515.081,0.116
5,D#4,1515.197,1515.591,0.395
5,C4,1515.661,1515.893,0.232
5,D4,1516.009,1516.172,0.163
5,A#3,1516.242,1516.567,0.325
5,C4,1516.59,1516.845,0.255
5,G#3,1516.938,1517.217,0.279
5,A#3,1517.24,1517.542,0.302
5,G3,1517.635,1517.89,0.255
5,G#3,1517.89,1518.285,0.395
5,F3,1518.285,1518.517,0.232
5,D#3,1518.54,1519.028,0.488
5,D3,1519.19,1520.096,0.906
5,D3,1521.907,1522.232,0.325
5,F#2,1522.232,1522.348,0.116
5,F#3,1522.348,1522.604,0.255
5,E3,1522.65,1522.836,0.186
5,G3,1522.859,1523.254,0.395
5,F#3,1523.254,1523.602,0.348
5,G3,1523.858,1524.183,0.325
5,B3,1524.229,1524.531,0.302
5,A3,1524.601,1524.763,0.163
5,C#4,1524.856,1525.251,0.395
5,B3,1525.297,1525.576,0.279
5,G2,1525.599,1525.739,0.139
5,D4,1525.739,1525.831,0.093
5,C#4,1525.831,1526.296,0.464
5,F#4,1527.201,1527.55,0.348
5,D2,1527.55,1527.735,0.186
5,E4,1528.014,1528.2,0.186
5,C#4,1528.223,1528.571,0.348
5,D4,1528.571,1528.827,0.255
5,B3,1528.896,1529.222,0.325
5,C#4,1529.268,1529.593,0.325
5,B3,1529.825,1530.243,0.418
5,G3,1530.313,1530.591,0.279
5,F#3,1530.847,1531.172,0.325
5,G3,1531.172,1531.636,0.464
5,E3,1531.636,1531.869,0.232
5,D3,1531.961,1532.31,0.348
5,C#3,1532.542,1533.262,0.72
5,C#3,1535.305,1535.468,0.163
5,F3,1535.607,1535.909,0.302
5,D#3,1535.955,1536.211,0.255
5,F#3,1536.211,1536.559,0.348
5,F3,1536.559,1536.861,0.302
5,G#3,1536.907,1537.209,0.302
5,F#3,1537.232,1537.534,0.302
5,A#3,1537.604,1537.929,0.325
5,G#3,1537.952,1538.161,0.209
5,C4,1538.231,1538.51,0.279
5,A#3,1538.579,1538.835,0.255
5,C#4,1538.904,1539.229,0.325
5,C4,1539.229,1539.531,0.302
5,D#4,1539.554,1539.879,0.325
5,C#4,1539.926,1540.506,0.58
5,F4,1540.599,1540.831,0.232
5,C#3,1540.878,1540.971,0.093
5,C#4,1540.971,1541.273,0.302
5,D#4,1541.319,1541.551,0.232
5,C4,1541.621,1541.876,0.255
5,C#4,1541.876,1542.225,0.348
5,A#3,1542.294,1542.573,0.279
5,C4,1542.643,1542.875,0.232
5,G#3,1542.945,1543.177,0.232
5,A#3,1543.2,1543.525,0.325
5,F#2,1543.525,1543.641,0.116
5,F#3,1543.641,1543.873,0.232
5,G#3,1543.92,1544.222,0.302
5,F3,1544.245,1544.547,0.302
5,F#3,1544.547,1544.895,0.348
5,D#3,1544.895,1545.22,0.325
5,C#3,1545.22,1545.731,0.511
5,C3,1545.893,1546.613,0.72
5,C3,1548.564,1548.958,0.395
5,E3,1548.958,1549.26,0.302
5,D3,1549.353,1549.585,0.232
5,F3,1549.632,1549.887,0.255
5,E3,1549.887,1550.212,0.325
5,G3,1550.236,1550.584,0.348
5,F3,1550.607,1550.886,0.279
5,G3,1551.188,1551.489,0.302
5,B3,1551.559,1551.931,0.372
5,C4,1552.279,1552.558,0.279
5,B3,1552.558,1552.952,0.395
5,G2,1552.952,1553.068,0.116
5,C4,1553.208,1553.811,0.604
5,E4,1553.974,1554.16,0.186
5,C2,1554.16,1554.299,0.139
5,C4,1554.299,1554.601,0.302
5,B3,1554.88,1555.251,0.372
5,C4,1555.251,1555.576,0.325
5,B3,1555.878,1556.226,0.348
5,G2,1556.226,1556.342,0.116
5,G3,1556.342,1556.551,0.209
5,F3,1556.923,1557.202,0.279
5,G3,1557.225,1557.573,0.348
5,E3,1557.573,1557.898,0.325
5,F3,1557.898,1558.2,0.302
5,D3,1558.246,1558.572,0.325
5,C3,1558.572,1559.013,0.441
5,B2,1559.198,1560.568,1.37
5,B2,1561.869,1562.287,0.418
5,D#3,1562.333,1562.519,0.186
5,E3,1562.867,1563.192,0.325
5,D#3,1563.192,1563.587,0.395
5,F#3,1563.587,1563.912,0.325
5,E3,1563.912,1564.214,0.302
5,G#3,1564.214,1564.539,0.325
5,F#3,1564.586,1564.864,0.279
5,A#3,1564.934,1565.259,0.325
5,G#3,1565.305,1565.491,0.186
5,B3,1565.561,1565.863,0.302
5,A#3,1565.863,1566.211,0.348
5,F#2,1566.211,1566.304,0.093
5,C#4,1566.304,1566.513,0.209
5,B3,1566.559,1567.14,0.58
5,D#4,1567.186,1567.511,0.325
5,E2,1567.558,1567.674,0.116
5,B3,1567.674,1567.906,0.232
5,C#4,1567.929,1568.208,0.279
5,F#2,1568.208,1568.301,0.093
5,A#3,1568.301,1568.533,0.232
5,B3,1568.533,1568.928,0.395
5,C#2,1568.928,1569.021,0.093
5,G#3,1569.021,1569.206,0.186
5,A#3,1569.23,1569.578,0.348
5,F#2,1569.578,1569.671,0.093
5,F#3,1569.671,1569.856,0.186
5,G#3,1569.88,1570.228,0.348
5,E3,1570.251,1570.576,0.325
5,F#3,1570.599,1570.878,0.279
5,D#3,1570.901,1571.226,0.325
5,E3,1571.226,1571.575,0.348
5,C#3,1571.575,1571.853,0.279
5,B2,1571.853,1572.457,0.604
5,A#2,1572.527,1575.058,2.531
5,A#2,1575.174,1575.638,0.464
5,D3,1575.661,1575.917,0.255
5,C3,1575.94,1576.172,0.232
5,D#3,1576.195,1576.567,0.372
5,D3,1576.567,1576.962,0.395
5,F3,1577.031,1577.217,0.186
5,D#3,1577.24,1577.519,0.279
5,G3,1577.589,1577.937,0.348
5,F3,1577.937,1578.262,0.325
5,F2,1578.262,1578.355,0.093
5,G3,1578.517,1578.843,0.325
5,A#3,1578.889,1579.307,0.418
5,C4,1579.655,1579.841,0.186
5,A#3,1579.864,1580.491,0.627
5,A#3,1580.863,1581.257,0.395
5,C4,1581.304,1581.559,0.255
5,F2,1581.559,1581.652,0.093
5,A#3,1581.838,1582.233,0.395
5,C2,1582.233,1582.326,0.093
5,G3,1582.326,1582.558,0.232
5,F3,1582.929,1583.185,0.255
5,G3,1583.185,1583.51,0.325
5,G2,1583.51,1583.603,0.093
5,D#3,1583.603,1583.928,0.325
5,F3,1583.928,1584.23,0.302
5,D3,1584.253,1584.555,0.302
5,D#3,1584.555,1584.903,0.348
5,C3,1584.973,1585.158,0.186
5,A#2,1585.158,1586.97,1.811
5,D#3,1590.801,1590.963,0.163
